,ci_test_results,z_test_results,z_test_p_values,t_test_p_values,mean_diff
TBCEL,False,False,0.931535533505248,0.93155276587303,0.10226973319999999
GART,True,True,0.0018633813316167704,0.0019163184340469657,4.617216872000007
OAZ2,True,True,0.008212182426672184,0.008340882342875822,7.36721544800001
RPS6KB1,False,False,0.35853866208754026,0.35876049843966584,1.5918431900000023
FAH,False,False,0.3752021816763009,0.3754158177857496,1.4009023662799969
ZNFX1,False,False,0.21843351876731698,0.21872349510223282,2.0017987529999957
BORA,False,False,0.3497926040314834,0.35001877637683754,1.1643107015999998
APOA2,False,False,0.5631131654723467,0.5632436137853786,1.266337577987601
TCAP,False,False,0.27173686313289347,0.27200192474101714,0.8689624340539992
PLXNA3,True,True,0.02070096898409287,0.020903467414377933,3.0970068928000014
ERCC6,False,False,0.26952193889734033,0.26978808445460745,2.118781456999999
ERLIN2,False,False,0.41965966231222207,0.41985194213401766,0.7032345242000027
POTEF,False,False,0.20327501338487153,0.20357136368899412,3.5375374291757806
PLA2G2E,False,False,0.6135135247530652,0.6136250341578773,0.7080364589240038
HYAL2,False,False,0.3867847934813694,0.38699278598778997,3.0193262640900045
PCDH1,True,True,0.0192156460915847,0.01941164670211855,3.594622012053202
CNGA2,False,False,0.5432084440207783,0.5433467669926904,0.800055933595194
FGF12,False,False,0.31357296823370995,0.3138172347820652,1.6475141187360793
ATP6V1H,False,False,0.49223586363210614,0.49239539905931085,8.78494681700002
KIAA0226,True,True,1.6803860344029169e-09,2.3612883494933127e-09,18.904399596800005
C2orf61,False,False,0.7513731359033701,0.751439397449362,0.38951773379020005
A4GALT,False,False,0.7356805049026885,0.7357514935222691,0.3148899585139997
A1BG,False,False,0.3319295589667487,0.33216463699469,1.2122031575918866
PRSS48,False,False,0.5882989186349588,0.5884197264813971,0.4283221671561215
NSA2,False,False,0.6602547883579859,0.6603499512457486,1.0643166680000036
GLS2,False,False,0.15294583101567727,0.1532587567720362,0.9014627423270001
NPY1R,False,False,0.8474571999844062,0.8474963346990316,0.26125207239954085
IL36G,False,False,0.1000493385552758,0.10036425962012231,2.4723267970627214
ARHGAP20,False,False,0.20905225559659812,0.20934622984432733,0.5579394791126002
C1orf122,False,False,0.7398797765868758,0.7399494908880571,1.0732501983999967
KLRG1,True,True,1.0208509577683469e-32,1.0981170975509538e-30,28.41904074886
PM20D1,False,False,0.9589190938577669,0.9589294015528455,0.07344571299057967
PPAN-P2RY11,False,False,0.3666095656067846,0.3668274192799089,1.0844357639719995
SEC23B,False,False,0.8797517600122661,0.8797823334803228,0.25708046799999806
R3HDM1,False,False,0.2677342586242325,0.26800127705490684,1.976037459399997
OR2S2,False,False,0.17398176012986455,0.17428884498312433,1.4591153497567735
SRP54,False,False,0.4675782729464585,0.4677486081690595,7.511536666000012
ZNF408,False,False,0.269491907881805,0.2697580681173433,2.345000043999999
API5,False,False,0.16446727625169166,0.16477724025467524,2.3289817160000013
EML2,True,True,4.277355022574526e-20,2.4024122933258155e-19,30.407281079999997
TMEM92,False,False,0.5245885028390036,0.524734399526709,0.5675282585256598
XIRP2,False,False,0.07971622306682627,0.0800233055341122,1.7556729293569504
AGBL4,False,False,0.6698559834928108,0.6699479247163695,0.3119989632486082
FAM195B,True,True,5.030496873561489e-18,1.9867959892290553e-17,18.736521944000003
ALG1L,False,False,0.887111200117354,0.887139851853138,0.11182310769460013
MMP21,False,False,0.7665081460815732,0.7665699363423273,0.18878522685880006
WDHD1,False,False,0.7577044000625839,0.757768780974883,0.384718748380001
WFDC10A,False,False,0.2719744292518981,0.27223937444326246,0.598380893566226
ZNHIT6,False,False,0.5079239060762486,0.5080767520725511,0.3865609893999995
GTF3C5,True,True,2.544823602366825e-09,3.5247592571537552e-09,4.467478552000003
ELP5,True,True,0.02635685017992457,0.02658069145707141,3.636705745999997
TPMT,True,True,5.1177821330127685e-21,3.404309656721024e-20,3.908599343599999
ADGRB1,False,False,0.07418282933869172,0.07448641589311725,0.8986728688269999
FRK,False,False,0.2138198490372697,0.2141118117969782,1.5495055818399996
KIAA1324,False,False,0.9683346994667206,0.9683426389869976,0.04105843806939902
FAM180B,False,False,0.26199360587506093,0.26226341417156696,1.3262520441559995
KLHL38,False,False,0.8051674782769154,0.8052182053110015,0.2890038608152087
ZNF670,False,False,0.60461549678573,0.6047302479196321,0.4130740790440002
ANTXR1,False,False,0.4041695145575559,0.4043691376424702,2.0264821777441995
CYYR1,False,False,0.1360705303872829,0.1363865068492258,1.5165942459687605
SMARCC1,True,True,9.773778417426985e-06,1.0845911197811828e-05,3.0712717339999998
OR52J3,False,False,0.3352432880881171,0.33547671014474867,1.241202660235329
COL4A3BP,False,False,0.4347070381977258,0.43489229676102825,1.1654718099999997
CD84,False,False,0.06729410215065817,0.06759229128108478,2.6893102111999987
MRPL57,True,True,0.0007571659924158593,0.000786097447801011,2.458391659399993
ASB4,True,True,0.02051345661189023,0.020715157957392934,1.7939192830699997
S100A2,False,False,0.7739626604695811,0.774022278676587,5.497637284670006
EME2,False,False,0.6725418548606403,0.672632902800199,0.7011281058210002
MIDN,True,True,1.0315571650691074e-21,7.834915001391585e-21,36.125213312
CDC37L1,False,False,0.5576952573620675,0.5578278265478074,0.5058851006000005
BDH2,True,True,0.001638471707419111,0.0016871529974485115,3.2623799951600034
UQCR10,True,True,1.4155115728398492e-05,1.559799596873446e-05,16.537395044000007
WNT3,False,False,0.509194541436222,0.5093468518766526,0.3766940842841999
FLOT1,True,True,8.482288744347191e-06,9.438694335962862e-06,277.7112615619999
COQ4,False,False,0.9735674962581526,0.9735741216392544,0.07190575499999596
KIAA0319L,False,False,0.99190147420587,0.9919035027795811,0.01853823900000151
OTUD1,True,True,3.878123827776692e-17,1.332903511604009e-16,13.874943890000004
NR1I2,False,False,0.7210289251347345,0.7211044154795003,0.4938685003918184
ATP5B,False,False,0.5640669073173986,0.5641969840192308,10.179975200000172
STK32B,False,False,0.5708221731863892,0.5709496326280261,0.5948275593409997
LCNL1,False,False,0.3365977709981758,0.3368305165984794,0.6050990685627744
PCDH7,False,False,0.05198415620937165,0.05226503137561668,3.3838019613115993
ALDH5A1,False,False,0.6920715870809377,0.6921562416376276,0.583274090219998
PRR35,False,False,0.08411903596482506,0.08442843362990533,1.2773992709301116
BLOC1S5,False,False,0.8788134646187835,0.8788442838170004,0.24836286892000103
ADGRG3,True,True,1.1045365563173227e-05,1.2228268310391939e-05,8.582706874553395
KIRREL3,False,False,0.6728846818891758,0.6729756160569864,0.4525291041641992
RYK,False,False,0.8846164935650961,0.8846457956295112,0.2328355951999974
FAM25G,False,False,0.23335372326262482,0.23363704354405276,0.9026125613080462
SPHK1,False,False,0.12182039307462281,0.12213742138186295,4.281873729419999
AL365181.2,False,False,0.2014941093214665,0.20179117749533004,1.7284958402427995
C19orf38,False,False,0.0639691650806359,0.06426427565605233,3.93453681067
CRYBB3,False,False,0.4467181517483637,0.4468978896609509,0.6102877237356001
RPS9,True,True,8.273348932198942e-16,2.3402270913848176e-15,346.0177496800002
SEP15,False,False,0.26707194885839813,0.2673392902052276,4.779719086
WDYHV1,False,False,0.5342629151209,0.5344048515909545,0.5151480278000005
TIMP1,False,False,0.9152142283612834,0.9152356242802449,8.126907111999913
POFUT2,False,False,0.12284712764859661,0.12316413562194854,2.403897226400005
PLEC,True,True,0.04376284067576141,0.04403034152221853,10.200285163999993
TAPT1,True,True,7.685126251695393e-07,9.010269871025284e-07,5.549940293799999
TMOD4,True,True,0.00045231391597788466,0.00047246313707742814,1.8495268462547991
SUMF2,True,True,0.010592978290123631,0.010740188085223366,6.375826159999988
PDIK1L,False,False,0.3459142031884116,0.34614230411951685,1.6755858337999996
OR2J3,False,False,0.937569880546946,0.9375855811671512,0.14259720328706305
KBTBD12,False,False,0.8334073394804286,0.8334502729168632,0.27828649570567965
NXPE4,False,False,0.235109670580804,0.23539218711699716,1.3882121592567698
ABCG2,False,False,0.3735221640267812,0.37373662278894104,1.6194813767900014
FUOM,False,False,0.15305485836754448,0.15336775912103537,1.4030873319199983
MBTPS1,False,False,0.06370633287891755,0.06400118570537824,2.2320889769999965
OSBPL8,True,True,0.00023979785939124253,0.00025253169275289266,7.183951828000005
KDELC1,False,False,0.1073620337521156,0.10767825826402738,1.2513420014199985
MMRN2,False,False,0.10743920545824641,0.10775544021199245,2.5992009595712
ATAD3B,False,False,0.5444521307600818,0.5445899550213207,0.7714200529999964
CNIH2,False,False,0.17425813359306908,0.1745651296227392,1.083707359206
WFDC8,False,False,0.45377613646026105,0.4539526662778295,0.4941964789567
WAPAL,False,False,0.6451249690415617,0.6452253008037909,0.8663878195999999
OR10H3,False,False,0.9773107756080743,0.9773164616317869,0.03625668879040633
SCNN1B,False,False,0.17696379601719103,0.1772699080482733,0.8240150165489121
NEK7,False,False,0.08111224920330656,0.08142010812844291,4.00002500099999
AZI2,True,True,3.512373314098786e-08,4.472861397005537e-08,5.5473985259999985
SPIRE1,False,False,0.7388772377853545,0.7389472556870864,0.8221483786399997
SLC5A9,False,False,0.3744818839093761,0.37469587260583237,0.36829341620480055
ARL2BP,True,True,7.769008575879444e-09,1.0367080347106078e-08,8.25267103199998
ADIRF,False,False,0.8636799932941394,0.8637147996824371,1.0769040075637974
KIN,False,False,0.11199713272688552,0.11231385202006915,0.8141912484000002
PRKCQ,True,True,3.503582916724953e-21,2.4039084924164493e-20,16.199739224722002
ARAP1,True,True,7.492779028711279e-12,1.3077336109813742e-11,26.622731938
MMS22L,False,False,0.21978759305355888,0.2200769794110071,1.76274387592
PCBD2,False,False,0.5229497840122065,0.5230963568995006,0.6604537413999996
KDM3B,True,True,0.021101226883160056,0.021305405272010886,3.482182729999998
ENTHD1,False,False,0.8224365070689791,0.8224824419375664,0.11365145024540013
VSIG1,False,False,0.06230890636517088,0.06260235174997425,1.8608722828640007
PRAMEF10,False,False,0.6306220619825498,0.6307274571928676,0.6517359284192557
C11orf84,True,True,0.00024083124166469837,0.00025360530617172703,3.4636759654000002
SRSF4,True,True,0.006396299513389545,0.006508422570084549,4.847067404000001
ANO2,False,False,0.2232808016818758,0.22356865222757333,2.0794902949134553
ESYT2,True,True,3.865744809583648e-25,6.002179976667055e-24,20.571244168000014
FAM58A,False,False,0.8443037435227289,0.8443437266324562,0.2947361959999988
OR4D9,False,False,0.21192056066001652,0.2122133299614812,1.2860298529888614
THPO,False,False,0.8451651910324522,0.8452049421447141,0.20754215678041188
GABPA,False,False,0.8273286509166802,0.8273732434157737,0.31397421460000174
FAAH2,True,True,0.04102989101980657,0.04129211297221718,4.9850043891383
SNX19,True,True,0.0036364887672550228,0.0037170499819425165,2.789965083000002
AGBL5,False,False,0.2657887956617725,0.26605676187440397,1.4450219224000023
EBPL,False,False,0.9788482006887957,0.9788535010528909,0.03423707620000016
NLGN2,False,False,0.6283723809689501,0.6284785713571569,0.42061169276800037
RP13-582O9.6,False,False,0.28328853524161735,0.28354790556263587,0.5647585731647997
MRPS18C,True,True,0.0006474201541457128,0.0006733682135760058,6.2501754988000044
PNCK,False,False,0.47125180219943963,0.4714205065728376,1.3699701840384775
ARHGAP26,True,True,1.0628928414041378e-10,1.6571917379650817e-10,14.448013058999997
PPEF1,False,False,0.8574717129781363,0.8575081688151696,0.119314534604672
ZBTB5,False,False,0.5003220137946813,0.5004780834641778,0.7712252742000025
STAT4,True,True,3.5513924741488227e-63,7.653546847492885e-56,49.98283532942
LYZL4,False,False,0.9962245296912533,0.9962254753458573,0.002160243050499999
PLXDC1,True,True,0.007013577810410381,0.007131624734885526,2.4875621385430007
CASP8AP2,False,False,0.5476163452442939,0.5477529047059186,1.268834907199997
ARFGAP1,True,True,0.013814038729405556,0.01398216462030331,4.441438896000008
CTNNA1,False,False,0.5043813482084789,0.5045356922971842,4.403535696000006
NBPF3,False,False,0.21340416634839887,0.2136963062050464,1.6333205353119995
DSG3,False,False,0.7155872892207849,0.7156644740859964,0.3822697138784401
LIPF,False,False,0.14515228910444633,0.14546683528447207,2.624211816138752
CD177,False,False,0.8262103673739801,0.8262552661522383,0.2587931523553402
RABAC1,False,False,0.051134885737223815,0.05141453410921757,8.07793587599997
NLRC3,True,True,2.7412191492843834e-32,2.6094310150985456e-30,21.542246192340002
AKT2,True,True,0.00035572403849692415,0.0003726875227707516,35.901020378
C14orf39,False,False,0.3561531277875598,0.35637614486254676,0.990051056003956
MEF2BNB,False,False,0.17055732522610867,0.1708654871722597,1.114898308279999
KCNJ9,False,False,0.5538981166231666,0.5540321822494825,0.40865423213415397
UGT1A9,False,False,0.9255537456016782,0.9255725002366236,0.13141149159330556
WDR87,False,False,0.3764074468531462,0.3766204933924988,1.7208593150599614
JMJD7-PLA2G4B,False,False,0.30581465209030156,0.30606280178081613,1.181607182473999
ZNF705A,False,False,0.6140774998449727,0.6141888052199442,0.8263358508112799
DNAJC17,False,False,0.3168079565653146,0.3170506031295246,1.2335684106000002
ZWINT,False,False,0.4500290361748047,0.4502072658187364,1.4935014863000013
ANXA11,True,True,0.00023205315457950794,0.0002444837496274027,15.184008716000022
FOXP1,True,True,1.6823957958401877e-07,2.0499402999334207e-07,17.215527055000003
PRM2,False,False,0.30867289425791167,0.3089196138609586,1.007137799719629
HELQ,False,False,0.36669330549212975,0.36691111794600373,0.9975966041999982
HACD2,False,False,0.1810733524053848,0.18137807361035116,1.0781267860000021
BHLHA9,False,False,0.08959027919747557,0.0899020420338453,2.5317059794516408
TMEM234,False,False,0.8734431076200497,0.8734753365036934,0.12273391548600099
KBTBD3,False,False,0.8972675559164954,0.8972935711387632,0.1363678802999999
EEF1G,True,True,4.2749923936648184e-32,3.85360381011037e-30,457.0822138400001
RPL5,True,True,4.029954314906811e-18,1.6165304094129064e-17,295.67874343999983
FER1L6,False,False,0.756237547363959,0.7563023626651274,0.4851354009251334
TPSB2,False,False,0.1993603549292564,0.19965827363836608,1.728608465232772
DDX43,False,False,0.5171207572547035,0.5172697480915371,1.2265062689052
CEP295NL,False,False,0.11013299538096545,0.11044954460602438,2.5699672759734
RIOK3,True,True,0.01850746877618638,0.018700215694198007,2.601035938599999
COL8A2,False,False,0.3160006704731735,0.31624372131749273,0.5831951338148
MTHFSD,False,False,0.10200913907575504,0.10232447644849041,1.9303335181999977
HSPE1,False,False,0.3788399503016763,0.3790518085391016,12.09609320599992
DEFA3,False,False,0.47763273710391074,0.4777986267853024,5.1652100968303145
C19orf18,False,False,0.6085483295097515,0.6086616425587288,1.1786695683187998
FAM173B,False,False,0.5388995519881936,0.5390396097233516,0.4186486956599982
GNAI3,False,False,0.9949471402490162,0.9949484058705458,0.0035340489999988733
VPS53,False,False,0.8445059371605,0.8445458658011444,0.17004611240000322
KRTAP3-1,False,False,0.13094663590098235,0.13126317248592798,1.2792800105472801
KIF12,False,False,0.666721417605439,0.6668144057185513,0.6159272036584036
GALNT1,False,False,0.8621633201527061,0.8621985287294605,0.4242455182000029
C18orf21,False,False,0.1579115594619681,0.1582232856789367,1.7269801480000027
PNMAL2,False,False,0.7302404644134539,0.7303131143134618,0.32988355337724007
LECT2,False,False,0.66695124450099,0.6670441556951601,0.22152840774280014
FRMD6,False,False,0.2255679418530696,0.22585477652976896,3.937209688799989
RHNO1,False,False,0.1717042264833467,0.172012032602764,1.4408525549999993
TNNC2,False,False,0.4855989687318809,0.48576137692521204,0.20703879826069982
UBQLNL,False,False,0.13104723780717553,0.1313637652536605,1.9856820399805997
CARKD,False,False,0.6862875718766404,0.6863741015029043,0.3963452164000003
UCHL3,False,False,0.5605761732769896,0.5607076126200232,0.8918089796000004
THBD,False,False,0.3401432896887635,0.34037426590009756,2.1669661499245976
CASR,False,False,0.213246043849469,0.2135382509884552,2.278034994954433
GAGE13,False,False,0.6974469305175962,0.6975298560902361,2.327082741849555
